cdmTableName,cdmFieldName,conceptId,conceptName,wrongDomain,cdmWrongFieldName,cdmValueFieldName,checkAllowedValues,checkUnit
observation,observation_concept_id,2000000954,History of solitary plasmacytoma,measurement,measurement_concept_id,,,
observation,observation_concept_id,2000000955,History of Polyneuropathy,measurement,measurement_concept_id,,,
observation,observation_concept_id,2000000956,History of monoclonal gammopathy of undetermined significance (MGUS),measurement,measurement_concept_id,,,
measurement,measurement_concept_id,2000000957,M protein,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000957,M protein,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000000965,Bone marrow aspiration cytology,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000969,Bone marrow histology,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000970,Monoclonal plasmocyte count,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000970,Monoclonal plasmocyte count,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000000971,FISH Cells-separated ,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000972,FISH c-Ig staining,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000973,FISH test purity,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000973,FISH test purity,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000000975,del(13)(q14)/monosomy 13,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000976,Durie-Salmon substage staging system,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000976,Durie-Salmon substage staging system,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000000979,Light chain type from serum,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000979,Light chain type from serum,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000000980,Conventional cytogenetics exam,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000981,Osteolytic lesions - X-ray,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000982,Osteolytic lesions - NMR,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000983,Osteolytic lesions - CT,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000984,Osteolytic lesions - LDCT,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000985,Osteolytic lesions - PET,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000986,Osteolytic lesions - MIBI,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000987,Ig kappa HLC pair (g/l),observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000987,Ig kappa HLC pair (g/l),,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000000988,Ig lambda HLC pair (g/l),observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000988,Ig lambda HLC pair (g/l),,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000000989,HLC ratio,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000991,IGH rearrangement,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000992,del(17)(p13),observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000993,Plasmocyte count FC,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000994,Clonal PC,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000994,Clonal PC,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000000995,Policlonal PC,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000995,Policlonal PC,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000000996,Extramedullary mass - relation,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000000996,Extramedullary mass - relation,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001000,Extramedullary mass histology,observation,observation_concept_id,,,
observation,observation_concept_id,2000001015,date of disease progression,measurement,measurement_concept_id,,,
measurement,measurement_concept_id,2000001018,Granulocyte-colony stimulating factors - G-CSF,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001019,"Dosage 30 IU / 0,5 ml - number of doses",observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001020,"Dosage 48 IU / 0,5 ml - number of doses",observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001021,M-protein [mg/l per 24h] in Urine - ratio after treatment/entry,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001021,M-protein [mg/l per 24h] in Urine - ratio after treatment/entry,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001022,4-color plasmocyte cytometry,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001022,4-color plasmocyte cytometry,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001023,8-color plasmocyte cytometry,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001023,8-color plasmocyte cytometry,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001024,Change of M-protein type,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001024,Change of M-protein type,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001025,Change of light chain type,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001025,Change of light chain type,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001026,M-protein [Mass/volume] entry level in Serum ,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001026,M-protein [Mass/volume] entry level in Serum ,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3046299,Protein.monoclonal [Mass/volume] in Serum by Electrophoresis,observation,observation_concept_id,,,
measurement,measurement_concept_id,3046299,Protein.monoclonal [Mass/volume] in Serum by Electrophoresis,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3050579,ZAP70 cells [Presence] in Unspecified specimen,observation,observation_concept_id,,,
measurement,measurement_concept_id,3050579,ZAP70 cells [Presence] in Unspecified specimen,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,40757589,Granulocyte colony stimulating factor [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,3006923,Alanine aminotransferase [Enzymatic activity/Volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,3024561,Albumin [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,3018199,Band form neutrophils [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3018199,Band form neutrophils [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3004809,Bands %,observation,observation_concept_id,,,
measurement,measurement_concept_id,3004809,Bands %,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3013201,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001076,Bone marrow involvement according to cytology [%],observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001076,Bone marrow involvement according to cytology [%],,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001078,Bone marrow involvement according to histology [%],observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001078,Bone marrow involvement according to histology [%],,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001077,Bone marrow involvement according to immunophenotyping [%],observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001077,Bone marrow involvement according to immunophenotyping [%],,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001130,CD34+ cells [#/Volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001130,CD34+ cells [#/Volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,46236971,CD34 dose in hematopoietic progenitor cell transfusion [#/mass] per recipient body mass,observation,observation_concept_id,,,
measurement,measurement_concept_id,46236971,CD34 dose in hematopoietic progenitor cell transfusion [#/mass] per recipient body mass,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3019183,CD38 cells/100 cells in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3019183,CD38 cells/100 cells in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3020460,C reactive protein [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,3006906,Calcium [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,42527796,Cells.chromosome 12 trisomy/Cells counted in Blood or Tissue by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,42527796,Cells.chromosome 12 trisomy/Cells counted in Blood or Tissue by FISH,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3051825,Creatinine [Mass/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3051825,Creatinine [Mass/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3017250,Creatinine [Mass/volume] in Urine,observation,observation_concept_id,,,
measurement,measurement_concept_id,3017250,Creatinine [Mass/volume] in Urine,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001111,Del11q [%] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001111,Del11q [%] in bone marrow by FISH,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001105,Del11q [%] in peripheral blood by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001105,Del11q [%] in peripheral blood by FISH,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001114,Del11q [Identifier] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001114,Del11q [Identifier] in bone marrow by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001108,Del11q [Identifier] in peripheral blood by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001108,Del11q [Identifier] in peripheral blood by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001112,Del13q [%] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001112,Del13q [%] in bone marrow by FISH,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001106,Del13q [%] in peripheral blood by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001106,Del13q [%] in peripheral blood by FISH,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001115,Del13q [Identifier] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001115,Del13q [Identifier] in bone marrow by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001109,Del13q [Identifier] in peripheral blood by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001109,Del13q [Identifier] in peripheral blood by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001113,Del17p [%] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001113,Del17p [%] in bone marrow by FISH,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001107,Del17p [%] in peripheral blood by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001107,Del17p [%] in peripheral blood by FISH,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001116,Del17p [Identifier] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001116,Del17p [Identifier] in bone marrow by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001110,Del17p [Identifier] in peripheral blood by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001110,Del17p [Identifier] in peripheral blood by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001122,Del1p [Identifier] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001122,Del1p [Identifier] in bone marrow by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001080,Del 6q21 [%] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001080,Del 6q21 [%] in bone marrow by FISH,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001096,Del 6q21 [%] in peripheral blood by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001096,Del 6q21 [%] in peripheral blood by FISH,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001081,Del 6q21 [Identifier] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001081,Del 6q21 [Identifier] in bone marrow by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001097,Del 6q21 [Identifier] in peripheral blood by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001097,Del 6q21 [Identifier] in peripheral blood by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001083,Del 8q24 [Identifier] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001083,Del 8q24 [Identifier] in bone marrow by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001098,Del 8q24 [%] in peripheral blood by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001098,Del 8q24 [%] in peripheral blood by FISH,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001099,Del 8q24 [Identifier] in peripheral blood by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001099,Del 8q24 [Identifier] in peripheral blood by FISH,,,value_as_concept_id,Yes,
observation,observation_concept_id,2000001182,Distance between G-CSF dose and end of chemotherapy [days],measurement,measurement_concept_id,,,
measurement,measurement_concept_id,3026361,Erythrocytes [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3026361,Erythrocytes [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3009542,Hematocrit [Volume Fraction] of Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3009542,Hematocrit [Volume Fraction] of Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3000963,Hemoglobin [Mass/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3000963,Hemoglobin [Mass/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001155,Hyperdiploidy [Identifier] in bone marrow,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001155,Hyperdiploidy [Identifier] in bone marrow,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001157,Hyperdiploidy [Identifier] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001157,Hyperdiploidy [Identifier] in bone marrow by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001154,Hypodiploidy [Identifier] in bone marrow,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001154,Hypodiploidy [Identifier] in bone marrow,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001156,Hypodiploidy [Identifier] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001156,Hypodiploidy [Identifier] in bone marrow by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,3007164,IgA [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,3007164,IgA [Mass/volume] in Serum or Plasma,,,unit_concept_id,,Yes
measurement,measurement_concept_id,44816761,IgA.kappa/IgA.lambda [Mass Ratio] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,44816761,IgA.kappa/IgA.lambda [Mass Ratio] in Serum or Plasma,,,unit_concept_id,,Yes
measurement,measurement_concept_id,44816756,IgA.kappa [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,44816756,IgA.kappa [Mass/volume] in Serum or Plasma,,,unit_concept_id,,Yes
measurement,measurement_concept_id,44816757,IgA.lambda [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,44816757,IgA.lambda [Mass/volume] in Serum or Plasma,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3005719,IgG [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,3005719,IgG [Mass/volume] in Serum or Plasma,,,unit_concept_id,,Yes
measurement,measurement_concept_id,44816760,IgG.kappa/IgG.lambda [Mass Ratio] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,44816760,IgG.kappa/IgG.lambda [Mass Ratio] in Serum or Plasma,,,unit_concept_id,,Yes
measurement,measurement_concept_id,44816754,IgG.kappa [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,44816754,IgG.kappa [Mass/volume] in Serum or Plasma,,,unit_concept_id,,Yes
measurement,measurement_concept_id,44816755,IgG.lambda [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,44816755,IgG.lambda [Mass/volume] in Serum or Plasma,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3028026,IgM [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,3028026,IgM [Mass/volume] in Serum or Plasma,,,unit_concept_id,,Yes
measurement,measurement_concept_id,44816762,IgM.kappa/IgM.lambda [Mass Ratio] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,44816762,IgM.kappa/IgM.lambda [Mass Ratio] in Serum or Plasma,,,unit_concept_id,,Yes
measurement,measurement_concept_id,44816758,IgM.kappa [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,44816758,IgM.kappa [Mass/volume] in Serum or Plasma,,,unit_concept_id,,Yes
measurement,measurement_concept_id,44816759,IgM.lambda [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,44816759,IgM.lambda [Mass/volume] in Serum or Plasma,,,unit_concept_id,,Yes
measurement,measurement_concept_id,40759246,Immunoglobulin light chains.free [Presence] in Serum,observation,observation_concept_id,,,
measurement,measurement_concept_id,3007778,Kappa light chains/Lambda light chains [Mass Ratio] in Serum,observation,observation_concept_id,,,
measurement,measurement_concept_id,3007778,Kappa light chains/Lambda light chains [Mass Ratio] in Serum,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3053209,Kappa light chains.free/Lambda light chains.free [Mass Ratio] in Serum,observation,observation_concept_id,,,
measurement,measurement_concept_id,3053209,Kappa light chains.free/Lambda light chains.free [Mass Ratio] in Serum,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3031501,Kappa light chains.free/Lambda light chains.free [Mass Ratio] in Urine,observation,observation_concept_id,,,
measurement,measurement_concept_id,3031501,Kappa light chains.free/Lambda light chains.free [Mass Ratio] in Urine,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3034860,Kappa light chains.free [Mass/volume] in Serum,observation,observation_concept_id,,,
measurement,measurement_concept_id,3034860,Kappa light chains.free [Mass/volume] in Serum,,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001118,Lactate Dehydrogenase [Enzymatic activity/Volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3047169,Lambda light chains.free [Mass/volume] in Serum or Plasma,observation,observation_concept_id,,,
measurement,measurement_concept_id,3047169,Lambda light chains.free [Mass/volume] in Serum or Plasma,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3032372,Large granular lymphocytes [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3032372,Large granular lymphocytes [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3010813,Leukocytes [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3010813,Leukocytes [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3019198,Lymphocytes [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3019198,Lymphocytes [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3031745,Lymphocytes Plasmacytoid/100 leukocytes in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3031745,Lymphocytes Plasmacytoid/100 leukocytes in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3007357,Lymphoma cells/100 leukocytes in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3007357,Lymphoma cells/100 leukocytes in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3035941,MCH [Entitic mass] (mean cell hemoglobin),observation,observation_concept_id,,,
measurement,measurement_concept_id,3035941,MCH [Entitic mass] (mean cell hemoglobin),,,unit_concept_id,,Yes
measurement,measurement_concept_id,3024731,MCV [Entitic volume],observation,observation_concept_id,,,
measurement,measurement_concept_id,3024731,MCV [Entitic volume],,,unit_concept_id,,Yes
measurement,measurement_concept_id,2000001172,MM - MRD assessment using Multiparametric Flow Cytometry (MFC),observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001172,MM - MRD assessment using Multiparametric Flow Cytometry (MFC),,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001173,MM - MRD assessment using Next Generation Sequencing (NGS),observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001173,MM - MRD assessment using Next Generation Sequencing (NGS),,,value_as_concept_id,Yes,
measurement,measurement_concept_id,3032340,Malignant cells/100 leukocytes in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3032340,Malignant cells/100 leukocytes in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3032330,Malignant cells [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3032330,Malignant cells [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3031747,Monoblasts [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3031747,Monoblasts [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3019069,Monocytes %,observation,observation_concept_id,,,
measurement,measurement_concept_id,3019069,Monocytes %,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3014695,Myeloblasts/100 leukocytes in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3014695,Myeloblasts/100 leukocytes in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3021120,Myelocytes [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3021120,Myelocytes [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3017732,Neutrophils [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3017732,Neutrophils [#/volume] in Blood,,,unit_concept_id,,Yes
observation,observation_concept_id,2000001177,Occurrence of haematopoietic insufficiency with anemia/leukopenia/thrombocytopenia,measurement,measurement_concept_id,,,
measurement,measurement_concept_id,3032942,Plasma cell precursor/100 leukocytes in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3032942,Plasma cell precursor/100 leukocytes in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3032320,Plasma cell precursor [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3032320,Plasma cell precursor [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3007461,Platelets [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3007461,Platelets [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3031114,Protein.monoclonal/Protein.total in 24 hour Urine by Electrophoresis,observation,observation_concept_id,,,
measurement,measurement_concept_id,3031114,Protein.monoclonal/Protein.total in 24 hour Urine by Electrophoresis,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3036416,Protein.monoclonal [Mass/volume] in Urine,observation,observation_concept_id,,,
measurement,measurement_concept_id,3036416,Protein.monoclonal [Mass/volume] in Urine,,,unit_concept_id,,Yes
observation,observation_concept_id,2000001149,SLiM-CRAB criteria: A,measurement,measurement_concept_id,,,
observation,observation_concept_id,2000001149,SLiM-CRAB criteria: A,,,value_as_concept_id,Yes,
observation,observation_concept_id,2000001150,SLiM-CRAB criteria: B,measurement,measurement_concept_id,,,
observation,observation_concept_id,2000001150,SLiM-CRAB criteria: B,,,value_as_concept_id,Yes,
observation,observation_concept_id,2000001147,SLiM-CRAB criteria: C,measurement,measurement_concept_id,,,
observation,observation_concept_id,2000001147,SLiM-CRAB criteria: C,,,value_as_concept_id,Yes,
observation,observation_concept_id,2000001152,SLiM-CRAB criteria: Li,measurement,measurement_concept_id,,,
observation,observation_concept_id,2000001152,SLiM-CRAB criteria: Li,,,value_as_concept_id,Yes,
observation,observation_concept_id,2000001153,SLiM-CRAB criteria: M,measurement,measurement_concept_id,,,
observation,observation_concept_id,2000001153,SLiM-CRAB criteria: M,,,value_as_concept_id,Yes,
observation,observation_concept_id,2000001148,SLiM-CRAB criteria: R,measurement,measurement_concept_id,,,
observation,observation_concept_id,2000001148,SLiM-CRAB criteria: R,,,value_as_concept_id,Yes,
observation,observation_concept_id,2000001151,SLiM-CRAB criteria: S,measurement,measurement_concept_id,,,
observation,observation_concept_id,2000001151,SLiM-CRAB criteria: S,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,3015586,Segmented neutrophils [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3015586,Segmented neutrophils [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3031741,Smudge cells [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3031741,Smudge cells [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3009106,TP53 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,observation,observation_concept_id,,,
measurement,measurement_concept_id,3009106,TP53 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001126,t(11;14) [identifier] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001126,t(11;14) [identifier] in bone marrow by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001124,t(14;16) [Identifier] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001124,t(14;16) [Identifier] in bone marrow by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001125,t(14;20) [Identifier] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001125,t(14;20) [Identifier] in bone marrow by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001123,t(4;14) [Identifier] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001123,t(4;14) [Identifier] in bone marrow by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,2000001127,t(6;14) [Identifier] in bone marrow by FISH,observation,observation_concept_id,,,
measurement,measurement_concept_id,2000001127,t(6;14) [Identifier] in bone marrow by FISH,,,value_as_concept_id,Yes,
measurement,measurement_concept_id,3001552,Prolymphocytes [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3001552,Prolymphocytes [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3031793,Immature monocytes/100 leukocytes in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3031793,Immature monocytes/100 leukocytes in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3031772,Monoblasts/100 leukocytes in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3031772,Monoblasts/100 leukocytes in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3031805,Promonocytes [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3031805,Promonocytes [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3017354,Segmented neutrophils/100 leukocytes in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3017354,Segmented neutrophils/100 leukocytes in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3001604,Monocytes [#/volume] in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3001604,Monocytes [#/volume] in Blood,,,unit_concept_id,,Yes
measurement,measurement_concept_id,3018718,Plasma cells/100 leukocytes in Blood,observation,observation_concept_id,,,
measurement,measurement_concept_id,3018718,Plasma cells/100 leukocytes in Blood,,,unit_concept_id,,Yes
